__CLASS__,id,company,created,latitude,adref,salary_is_predicted,longitude,salary_min,title,contract_time,salary_max,category,location,description,redirect_url,contract_type
Adzuna::API::Response::Job,5583940812,"{'display_name': 'G-Research', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-01-14T12:17:53Z,51.503378,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidG1xMnFZUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NTgzOTQwODEyIn0.PCnDx050EpMP_mhQw6hCUo_04Fo68N6aWmCPdNk8WH8,1,-0.139134,46650.49,Data Scientist,full_time,46650.49,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'London'], 'display_name': 'London, UK'}","Do you want to tackle the biggest questions in finance with near infinite compute power at your fingertips? G-Research is a leading quantitative research and technology firm, with offices in London and Dallas. We are proud to employ some of the best people in their field and to nurture their talent in a dynamic, flexible and highly stimulating culture where world-beating ideas are cultivated and rewarded. This role is based in our new Soho Place office – opened in 2023 - in the heart of Central…",https://www.adzuna.co.uk/jobs/land/ad/5583940812?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=ED02A83B78C3EAEE7D57CF52808172B894FB9596,
Adzuna::API::Response::Job,5624308237,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'IO Associates'}",2026-02-11T14:59:52Z,52.6348,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidG1xMnFZUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NjI0MzA4MjM3In0.r22OJMExHHz9avKkiuAE8xcJ5WHjMAdl0HHWIOCNWGc,0,-1.12952,75000.0,Lead Data Scientist - Marketing Science,,75000.0,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}","{'display_name': 'Leicester, Leicestershire', 'area': ['UK', 'East Midlands', 'Leicestershire', 'Leicester'], '__CLASS__': 'Adzuna::API::Response::Location'}","Lead Data Scientist - Marketing Science Leicester, UK (Hybrid) Up to £75,000 DOE iO Associates are aligned with one of the UK's most recognised and fast-scaling retail powerhouses, operating at significant scale within a highly data-driven eCommerce environment where analytics directly shapes commercial performance. This role will lead advanced marketing science initiatives, delivering machine learning and causal analytics solutions that drive measurable business impact. Responsibilities: Lead …",https://www.adzuna.co.uk/jobs/land/ad/5624308237?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=20DBA6D5604B4A5DDA19AFF912169657E6CEEB3E,permanent
Adzuna::API::Response::Job,5598607538,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'EASYWEBRECRUITMENT.COM'}",2026-01-24T07:34:44Z,52.350674,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidG1xMnFZUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NTk4NjA3NTM4In0.ubIPtpPYca8kxO1PCqORp_J1dL_haZVNHqrHuFBDRlg,0,0.007257,42000.0,Data science programme lead,full_time,48000.0,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'Eastern England', 'Cambridgeshire'], 'display_name': 'Cambridgeshire, Eastern England'}","Data science programme lead Location : Contracted to the Peterborough office with the flexibility for hybrid working Salary : £42,000 - £48,000 depending on experience Contract Type: Permanent Full Time: 37.5 hours per week Benefits: Our client want all their employees to feel valued and engaged and are committed to offering a positive working culture along with a good work-life balance. As well as ensuring they pay their employees fairly, they offer the following benefits: Flexible working, Ge…",https://www.adzuna.co.uk/jobs/land/ad/5598607538?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=B489B4650E5572E82C7D783F8F9909CF31A30E26,permanent
Adzuna::API::Response::Job,5604104217,"{'display_name': 'Xcede', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-01-28T23:47:15Z,51.503378,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwNDEwNDIxNyIsInMiOiJ0bXEycVlRSDhSR2V2LXA1TkZFbXZRIn0.5dA3SgiX9arPHJ4mfTwOat8AKB4e8n561LzSu77ty38,1,-0.139134,72095.38,Lead Data Scientist,,72095.38,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}","{'display_name': 'London, UK', 'area': ['UK', 'London'], '__CLASS__': 'Adzuna::API::Response::Location'}","Lead Data Scientist: Up to £110k Xcede has just started working with one of the leading applied AI companies in the UK. If you want to have a real impact, this is the role for you! Wating someone to lead the AI solutions, you will establish data analytics strategies, create resilient system frameworks, guide and develop junior team members, and uphold high standards of execution across initiatives, while cultivating strong client partnerships and strengthening our standing as a trusted authorit…",https://www.adzuna.co.uk/jobs/land/ad/5604104217?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=298EF569A4474BFAE41FF951709E629AA55E8A0A,
Adzuna::API::Response::Job,5606049615,"{'display_name': 'Arrows', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-01-30T08:16:48Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwNjA0OTYxNSIsInMiOiJ0bXEycVlRSDhSR2V2LXA1TkZFbXZRIn0.A0pzihiIQUBDeHiygcrRTbeXx5WCBs9B4ydEkInSVgQ,1,,59474.75,Senior Data Scientist,,59474.75,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}","{'display_name': 'UK', 'area': ['UK'], '__CLASS__': 'Adzuna::API::Response::Location'}","AI Data Scientist Remote, UK 12 month contract £600-£700 per day Inside IR35 I am exclusively partnered with a leading enterprise B2B2C company who are seeking a Senior Data Scientist who's worked on AI programs at scale to join them on a contractor basis, initial duration 12 months. You'll work on the greenfield build of an AI Chatbot, alongside a team of AI Engineers, Data Scientists, We are seeking people who have built things from scratch, rather than using vendor frameworks / off the shelf…",https://www.adzuna.co.uk/jobs/land/ad/5606049615?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=CC3C3E9D17FD3BA1D5DD2CE0E4CE817130B281A6,contract
Adzuna::API::Response::Job,5551395183,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Harnham'}",2025-12-21T23:56:05Z,51.503378,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidG1xMnFZUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NTUxMzk1MTgzIn0.PuF5l-4QsClbt4oqUVRAwR81xTFxp7-tEPe1dSzNB_0,1,-0.139134,59192.5,Senior Data Scientist,,59192.5,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}","{'display_name': 'London, UK', 'area': ['UK', 'London'], '__CLASS__': 'Adzuna::API::Response::Location'}","Senior Data Scientist – Personalisation London – Hybrid Up to £65,000 About the Role We’re working with a growing fintech organisation that’s redefining how people save and invest. Their mission is to make financial wellbeing simple, transparent, and accessible - helping customers feel confident about their money through technology, insight, and great user experience. As a Senior Data Scientist, you’ll focus on customer analytics and applied data science - using data to understand behaviour, id…",https://www.adzuna.co.uk/jobs/land/ad/5551395183?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=376BEF4B8E7FC1BFA82C8A7A2B6FB01F8A702C72,
Adzuna::API::Response::Job,5619805991,"{'display_name': 'Pyramid Consulting, Inc', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-02-07T22:26:58Z,51.503378,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidG1xMnFZUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NjE5ODA1OTkxIn0.EaaRiQMo7qdX2rdRYa8yBITG6zqLhNryeY7-qhSMFnM,1,-0.139134,104844.85,Senior Data Scientist,,104844.85,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","{'display_name': 'London, UK', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'London']}","Hiring: Data Scientist – Contract (Inside IR35) Location: Waterside, UK Role Type: Contract Role Title: Data Scientist Role Overview We are looking for a Data Scientist to join a full-stack product squad delivering operations decision-support software . This role focuses on building industrialised optimisation and machine learning models , working end-to-end from problem definition to production deployment. You will collaborate closely with product, engineering, and business stakeholders to del…",https://www.adzuna.co.uk/jobs/land/ad/5619805991?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=A20DDFB969CD3CDF4B84B35824A9946D1EA31495,contract
Adzuna::API::Response::Job,5623948372,"{'display_name': 'Apziva Fellowship', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-02-11T06:48:12Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidG1xMnFZUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NjIzOTQ4MzcyIn0.JOFlcbpLQFF8YLasUfK8JxCsLtFILmbaYC1trnkSEIM,1,,48376.11,Data Scientist in Residence,,48376.11,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}","{'display_name': 'UK', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK']}","Are you passionate about harnessing the power of data to drive innovation? Do you thrive in dynamic, collaborative environments? Join Apziva, a rapidly growing platform that's redefining the future of work. About Apziva: Apziva is a global company working with professionals from over 65 countries. Apziva’s mission is to solve the world’s experience gap and unlock human potential. Apziva helps talented professionals to gain hands-on practical industry experience in Machine Learning and Data Scie…",https://www.adzuna.co.uk/jobs/land/ad/5623948372?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=B4AD36CF9B5E9D44510E2C374A25E5256534B116,
Adzuna::API::Response::Job,5606049677,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Zazu Digital Talent'}",2026-01-30T08:16:56Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidG1xMnFZUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NjA2MDQ5Njc3In0.wSXk_xCDOFeMgU84ZiBaN9114hYY3NZrR_8U9uhpBTQ,1,,67896.39,Lead Data Scientist,,67896.39,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}","{'area': ['UK'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'UK'}","Lead Data Scientist (remote) Search, Ranking, Retrieval and LLM Modelling Early Stage AI Company We are working with a fast growing early stage company that is building a new intelligence layer for the next era of product discovery. With AI assistants becoming the first place consumers turn to for information and recommendations, brands need to understand how these systems interpret products, surface them and prioritise them across different conversational and search environments. This is exact…",https://www.adzuna.co.uk/jobs/land/ad/5606049677?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=82E824E2B756FBD03CE39433B31CAD57B2C657EE,
Adzuna::API::Response::Job,5604873652,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'SSA Systems limited'}",2026-01-29T18:44:10Z,51.503378,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwNDg3MzY1MiIsInMiOiJ0bXEycVlRSDhSR2V2LXA1TkZFbXZRIn0.U6SC0PESiIwb31wd1oWC5hKLm1SYa36J_eJt-5Od8QA,0,-0.139134,40000.0,Business Analyst - Data sciences,full_time,42000.0,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}","{'display_name': 'London, UK', 'area': ['UK', 'London'], '__CLASS__': 'Adzuna::API::Response::Location'}","Strong background as a Business Analyst or Data Business Analyst Proven experience in data analysis Strong SQL and BigQuery skills. Proficiency in Python Good business analysis Experience in data modelling Ability to produce accurate, actionable insights Knowledge of predictive analytics and statistical models Experience working with large or complex data sets Excellent communication skills and stakeholder engagement capability",https://www.adzuna.co.uk/jobs/details/5604873652?utm_medium=api&utm_source=aa88ce77,permanent
Adzuna::API::Response::Job,5573708081,"{'display_name': 'C3 AI', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-01-08T12:22:04Z,51.503378,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidG1xMnFZUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NTczNzA4MDgxIn0.vaxJmHPsP54G_2HmTrgWSeCgtDxlyNQyzLBJK8LZ0lQ,1,-0.139134,51213.75,Data Scientist/Senior Data Scientist – Generative AI,full_time,51213.75,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'London'], 'display_name': 'London, UK'}","C3 AI (NYSE: AI), is the Enterprise AI application software company. C3 AI delivers a family of fully integrated products including the C3 Agentic AI Platform, an end-to-end platform for developing, deploying, and operating enterprise AI applications, C3 AI applications, a portfolio of industry-specific SaaS enterprise AI applications that enable the digital transformation of organizations globally, and C3 Generative AI, a suite of domain-specific generative AI offerings for the enterprise. As …",https://www.adzuna.co.uk/jobs/land/ad/5573708081?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=0E2F3DCA5133BF4E3D8FB3A8654B76259C6C85D7,
Adzuna::API::Response::Job,5549288935,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'dunnhumby'}",2025-12-19T23:45:00Z,51.503378,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidG1xMnFZUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NTQ5Mjg4OTM1In0.QywMe2nG0rg7taAomyfByuKMWqA9p4dJvsIPMBQVAI8,1,-0.139134,50254.09,Senior Applied Data Scientist,,50254.09,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}","{'display_name': 'London, UK', 'area': ['UK', 'London'], '__CLASS__': 'Adzuna::API::Response::Location'}","dunnhumby is the global leader in Customer Data Science, partnering with the world's most ambitious retailers and brands to put the customer at the heart of every decision. We combine deep insight, advanced technology, and close collaboration to help our clients grow, innovate, and deliver measurable value for their customers. dunnhumby employs nearly 2,500 experts in offices throughout Europe, Asia, Africa, and the Americas working for transformative, iconic brands such as Tesco, Coca-Cola, Ne…",https://www.adzuna.co.uk/jobs/details/5549288935?utm_medium=api&utm_source=aa88ce77,
