__CLASS__,contract_time,salary_is_predicted,company,id,created,redirect_url,title,category,location,salary_max,contract_type,salary_min,adref,description,longitude,latitude
Adzuna::API::Response::Job,,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Glasgow'}",5606045181,2026-01-30T08:10:00Z,https://www.adzuna.co.uk/jobs/land/ad/5606045181?se=8IOoqoQH8RGT1uycjIUY3g&utm_medium=api&utm_source=aa88ce77&v=9F4579DF936FCF4577580BC673ADA752F5ABA6A4,Data Analyst (2 Posts) - GLA14847,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'UK', 'area': ['UK']}",50000.0,,40001.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwNjA0NTE4MSIsInMiOiI4SU9vcW9RSDhSR1QxdXljaklVWTNnIn0.z_jkXCBgVIlFk7XtrOLhgaiCLfjmj3I81-TkBeWtUro,"Job Description Glasgow is transforming the way it delivers Digital Services - and we want you to be part of it. If you’re ready to make an impact and looking for a role where your ideas truly matter and make a difference, this could be the opportunity you’ve been waiting for. Glasgow City Council is seeking to recruit two Data Analysts to support the development and use of analytical tools and platforms to help the Council Family make the best use of data and deliver insights that inform decis…",,
Adzuna::API::Response::Job,full_time,1,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wise'}",5579302458,2026-01-11T12:06:36Z,https://www.adzuna.co.uk/jobs/land/ad/5579302458?se=8IOoqoQH8RGT1uycjIUY3g&utm_medium=api&utm_source=aa88ce77&v=71AE77EA257C5C167CFDA33AB54B122E0CB93106,Senior Data Analyst - CRM,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}","{'area': ['UK', 'London'], 'display_name': 'London, UK', '__CLASS__': 'Adzuna::API::Response::Location'}",69835.13,,69835.13,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOElPb3FvUUg4UkdUMXV5Y2pJVVkzZyIsImkiOiI1NTc5MzAyNDU4In0.flciNJoLtfhrIBwJfXMEZfN8r_S-hU7-OnwrbVzcKqg,"Company Description Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create an entirely new network for the worlds money. For everyone, everywhere. Job Description We are se…",-0.139134,51.503378
Adzuna::API::Response::Job,full_time,1,"{'display_name': 'ConvaTec', '__CLASS__': 'Adzuna::API::Response::Company'}",5590395884,2026-01-18T14:11:03Z,https://www.adzuna.co.uk/jobs/land/ad/5590395884?se=8IOoqoQH8RGT1uycjIUY3g&utm_medium=api&utm_source=aa88ce77&v=3845A5E71F2F18BA0E692EA807D526EAC7FEFC7B,Corporate Complaints Data Analyst,"{'label': 'Scientific & QA Jobs', 'tag': 'scientific-qa-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","{'display_name': 'Paddington, West London', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'London', 'West London', 'Paddington']}",52505.76,,52505.76,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOElPb3FvUUg4UkdUMXV5Y2pJVVkzZyIsImkiOiI1NTkwMzk1ODg0In0.SRJfJVXzUt01p1ifPMVipY326IcmP64dSY_liFfOrm4,"The Corporate Complaints Data Analyst is responsible for driving quality excellence across post-market compliance, product performance monitoring, and customer escalation management. This role ensures technical rigour and adherence to regulatory and internal standards throughout complaint handling, risk management, CAPA, and audit processes. Acting as a key liaison between Quality, R&D, Operations, Marketing, Clinical Affairs, Regulatory, and Post Market Surveillance, the position plays a criti…",-0.179975,51.5149
Adzuna::API::Response::Job,,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'VIQU Limited'}",5594529792,2026-01-21T19:37:45Z,https://www.adzuna.co.uk/jobs/details/5594529792?utm_medium=api&utm_source=aa88ce77,Data Analyst,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT Jobs'}","{'display_name': 'Bloomsbury, Central London', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'London', 'Central London', 'Bloomsbury']}",45000.0,contract,40000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOElPb3FvUUg4UkdUMXV5Y2pJVVkzZyIsImkiOiI1NTk0NTI5NzkyIn0.kZHAhKbrRKrzUJsvFjSZTThonNuc-61Fy_8Eg8x6HiU,"Data Analyst Remote – 12 Month FTC up to £45,000 VIQU have partnered with a large education organisation seeking an experienced Data Analyst to join their Data Team on a 12-month fixed-term contract. This role focuses on building and delivering high-quality Power BI dashboards, datasets, and insights using Microsoft data technologies, including Power BI and Fabric. You will work independently, engage stakeholders, and deliver clear, accurate reporting at pace in a highly visible role. Key Respo…",-0.125413,51.517361
Adzuna::API::Response::Job,full_time,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Concept Resourcing'}",5623891343,2026-02-11T06:05:22Z,https://www.adzuna.co.uk/jobs/details/5623891343?utm_medium=api&utm_source=aa88ce77,Data Analyst,"{'label': 'IT Jobs', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","{'area': ['UK', 'West Midlands', 'Dudley'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Dudley, West Midlands'}",114400.0,contract,104000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYyMzg5MTM0MyIsInMiOiI4SU9vcW9RSDhSR1QxdXljaklVWTNnIn0.9EWYxhGVE1nMx-PbQfAPLEcuLS6veeh_k_X2qt3bckE,"Data Analyst - Material Spend Project Location: Remote working with travel to Dudley 2/3 days per month Contract: 3 month initial Day rate: £400pd-£440pd (Inside IR35) We are seeking a highly skilled Data Analyst to support a Material Spend Project. You will play a crucial role in extracting, transforming, and analysing large data sets from multiple sources, including API integrations and ServiceNow, to drive actionable insights and support strategic decision-making. Key Skills & Experience Pro…",-2.08734,52.508701
Adzuna::API::Response::Job,full_time,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Pioneer Search'}",5597999430,2026-01-23T23:11:39Z,https://www.adzuna.co.uk/jobs/details/5597999430?utm_medium=api&utm_source=aa88ce77,Data Analyst,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT Jobs'}","{'display_name': 'The City, Central London', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'London', 'Central London', 'The City']}",143000.0,contract,130000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOElPb3FvUUg4UkdUMXV5Y2pJVVkzZyIsImkiOiI1NTk3OTk5NDMwIn0.w75Z7tzrNjjdooQy5cq8i6cfahsebzfJT39-LSrhJyg,"Data Analyst: Speciality Insurance, Power BI, Excel, Data Location: London - Hybrid Contract: 6 months, Inside IR35 Rate: £500 - £550 per day A leading London Market insurer is undergoing a major data platform transformation, migrating from a legacy third-party data solution to a new enterprise data platform. During this transition period, the business requires an experienced Data Analyst to ensure continuity of business-critical reporting and data integrity. This role will play a key part in m…",,
Adzuna::API::Response::Job,full_time,1,"{'display_name': 'Millennium Hotel and Resorts UK', '__CLASS__': 'Adzuna::API::Response::Company'}",5611853644,2026-02-03T16:03:44Z,https://www.adzuna.co.uk/jobs/details/5611853644?utm_medium=api&utm_source=aa88ce77,Data Analyst,"{'label': 'Admin Jobs', 'tag': 'admin-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","{'area': ['UK', 'London', 'West London', 'Kensington'], 'display_name': 'Kensington, West London', '__CLASS__': 'Adzuna::API::Response::Location'}",28595.85,,28595.85,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOElPb3FvUUg4UkdUMXV5Y2pJVVkzZyIsImkiOiI1NjExODUzNjQ0In0.Y855FTAUCPeyu-e1apGxlizv7J-xPRyWedP6BbPDmIA,"Data Analyst Millennium Hotels and Resorts UK are looking for Data Analyst to join their Central Sales Office in London. Our Data Analyst will be an enthusiastic, genuine, and friendly person who really enjoys working in hotels. This role would suit someone who loves inputting data, generating reports and ensuring a smooth transition of client accounts and rollout projects. Strong written and verbal English skills are a must, along with advanced proficiency in MS Word, PowerPoint, Excel, and ot…",-0.191818,51.499465
Adzuna::API::Response::Job,full_time,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Yolk Recruitment Ltd'}",5622872393,2026-02-10T17:42:30Z,https://www.adzuna.co.uk/jobs/details/5622872393?utm_medium=api&utm_source=aa88ce77,Data Analyst,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT Jobs'}","{'area': ['UK', 'Wales', 'Carmarthenshire'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Carmarthenshire, Wales'}",42068.0,permanent,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYyMjg3MjM5MyIsInMiOiI4SU9vcW9RSDhSR1QxdXljaklVWTNnIn0.tjV4O-QZHr4GJGAK0c1Gfatr_GbhjpWElwI3ivxyga0,"Role: Data Analyst Location: West Wales Salary: £42,068 We are proud to be partnered with a well-established public sector organisation who is looking to add a Data Analyst to the team to work through some exciting projects. This is an exciting opportunity to apply your expertise to projects that drive meaningful social and environmental impact! Key Responsibilities Produce clear, accurate reporting and insights using internal and external data sources. Develop, maintain, and promote Power BI d…",-4.214381,51.874401
Adzuna::API::Response::Job,full_time,1,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Henderson Retail'}",5607496427,2026-01-31T17:11:41Z,https://www.adzuna.co.uk/jobs/details/5607496427?utm_medium=api&utm_source=aa88ce77,Data Analyst,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}","{'display_name': 'Mossley, Newtownabbey', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'Northern Ireland', 'County Antrim', 'Newtownabbey', 'Mossley']}",30170.04,,30170.04,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOElPb3FvUUg4UkdUMXV5Y2pJVVkzZyIsImkiOiI1NjA3NDk2NDI3In0.ZWM5YJR21O68KYsbvbqjqVbnpqnb5vanL57BcCWoscM,"Data Analyst Job Req ID: 7369 Job Posting Closing Date: 8th February 2026 Data Analyst Attractive Salary and Benefits 36.5 Hour week (Hybrid) Newtownabbey Who are we? Henderson Group are proud to be Northern Ireland’s leading foodservice provider. Our group encompasses Henderson Wholesale, Henderson Retail, Henderson Foodservice and Henderson Group Property. We employ over 5,700 colleagues and have been placed 3rd in Ulster Business Top 100 Companies 2025. We're proud to be an Investors in Peop…",-5.959577,54.678469
Adzuna::API::Response::Job,full_time,0,"{'display_name': 'SThree UK', '__CLASS__': 'Adzuna::API::Response::Company'}",5588587310,2026-01-16T22:57:48Z,https://www.adzuna.co.uk/jobs/details/5588587310?utm_medium=api&utm_source=aa88ce77,Data Analyst,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}","{'area': ['UK', 'London'], 'display_name': 'London, UK', '__CLASS__': 'Adzuna::API::Response::Location'}",130000.0,,78000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4ODU4NzMxMCIsInMiOiI4SU9vcW9RSDhSR1QxdXljaklVWTNnIn0.0T6ucLN_MIAXQvf7o65sjw83JR2AfDzFbbgbwT6YSHg,"Opportunity for a Data Analyst (MedTech Experience) in London Join Our Client's Dynamic Team We are thrilled to announce an exceptional opportunity for a skilled Data Analyst to join our client's innovative team in the heart of London. Operating within the thriving MedTech sector, our client is dedicated to delivering cutting-edge solutions that improve healthcare outcomes. Key Skills Tableau: Proficiency in creating detailed and insightful data visualisations to aid decision-making processes. …",-0.139134,51.503378
Adzuna::API::Response::Job,full_time,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Robert Half'}",5587407116,2026-01-16T04:55:40Z,https://www.adzuna.co.uk/jobs/details/5587407116?utm_medium=api&utm_source=aa88ce77,Data Analyst,"{'label': 'IT Jobs', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","{'display_name': 'Thorpe, Egham', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'South East England', 'Surrey', 'Egham', 'Thorpe']}",32000.0,permanent,30000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4NzQwNzExNiIsInMiOiI4SU9vcW9RSDhSR1QxdXljaklVWTNnIn0.6BsoD1q0J2UJpZkc0XMmetQCq0cIDnui83_vpUz5ToA,"Job Title Graduate Data Analyst - Finance Systems, Data & Automation Role Overview We are seeking a systems-focused Graduate Data Analyst to support our Finance function by developing, maintaining, and improving data warehouse, systems, and reporting automation capabilities. This role is ideal for a technically strong graduate with a passion for coding, data systems, and automating finance and non-finance reporting processes. You will play a key role in improving how financial and operational d…",-0.536505,51.434
Adzuna::API::Response::Job,full_time,1,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Robert Half'}",5596374391,2026-01-22T23:09:36Z,https://www.adzuna.co.uk/jobs/details/5596374391?utm_medium=api&utm_source=aa88ce77,Data Analyst,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}","{'display_name': 'London, UK', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'London']}",66793.41,contract,66793.41,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU5NjM3NDM5MSIsInMiOiI4SU9vcW9RSDhSR1QxdXljaklVWTNnIn0.8wIbpHcQw7amim68CB6mV140xBBV-Csodd7sHuQHlag,"Robert Half have partnered with a B2B SAAS organisation to recruit for a Data Analyst for an initial 3 month contract. The primary objective of this role is to provide high‑quality commercial insights, revenue performance reporting, and analytical support across Sales, Marketing, Customer, and Finance functions. This will involve analysing large datasets, building dashboards and tools, improving data-driven processes, and delivering clear recommendations to senior stakeholders. Role: You will p…",-0.139134,51.503378
Adzuna::API::Response::Job,full_time,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Purple'}",5596095795,2026-01-22T19:38:39Z,https://www.adzuna.co.uk/jobs/details/5596095795?utm_medium=api&utm_source=aa88ce77,Data Analyst,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT Jobs'}","{'display_name': 'Manchester, Greater Manchester', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'North West England', 'Greater Manchester', 'Manchester']}",40000.0,,35000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOElPb3FvUUg4UkdUMXV5Y2pJVVkzZyIsImkiOiI1NTk2MDk1Nzk1In0.wRtdtJW9Oyl9A0CGfLgmXTKCYihDUwxtIkFrNIL4xmI,"We are looking for a junior to mid-level Data Analyst to join our Data Science team. You will report directly to the Data Science Lead and sit within the wider Product & Technology department. You will work within a collaborative tight-knit team, handling a variety of data sources across the business to drive understanding and prediction of performance. In this hybrid role, you will act as a ""full-stack"" analyst. You will be responsible for collecting, organizing, analyzing, and presenting data…",-2.23438,53.480701
